General Index,Voltage,Sensor
1566,36.26,sensorProximidad_data.csv
1567,18.53,sensorProximidad_data.csv
1568,19.82,sensorProximidad_data.csv
1569,20.13,sensorProximidad_data.csv
1570,20.13,sensorProximidad_data.csv
1571,20.15,sensorProximidad_data.csv
1572,20.13,sensorProximidad_data.csv
1573,20.15,sensorProximidad_data.csv
1574,20.15,sensorProximidad_data.csv
1575,20.15,sensorProximidad_data.csv
1576,20.13,sensorProximidad_data.csv
1577,20.15,sensorProximidad_data.csv
1578,20.13,sensorProximidad_data.csv
1579,28.19,sensorProximidad_data.csv
1580,34.51,sensorProximidad_data.csv
1581,34.53,sensorProximidad_data.csv
1582,34.53,sensorProximidad_data.csv
1583,33.74,sensorProximidad_data.csv
1584,35.04,sensorProximidad_data.csv
1585,34.53,sensorProximidad_data.csv
1586,33.74,sensorProximidad_data.csv
1587,33.74,sensorProximidad_data.csv
1588,35.05,sensorProximidad_data.csv
1589,35.05,sensorProximidad_data.csv
1590,35.04,sensorProximidad_data.csv
1591,35.05,sensorProximidad_data.csv
1592,35.05,sensorProximidad_data.csv
1593,35.04,sensorProximidad_data.csv
1594,35.05,sensorProximidad_data.csv
1595,33.74,sensorProximidad_data.csv
1596,33.74,sensorProximidad_data.csv
1597,33.74,sensorProximidad_data.csv
1598,35.04,sensorProximidad_data.csv
1599,35.04,sensorProximidad_data.csv
1600,22.68,sensorProximidad_data.csv
1601,35.82,sensorProximidad_data.csv
1602,35.8,sensorProximidad_data.csv
1603,35.04,sensorProximidad_data.csv
1604,36.75,sensorProximidad_data.csv
1605,35.04,sensorProximidad_data.csv
1606,35.04,sensorProximidad_data.csv
1607,35.04,sensorProximidad_data.csv
1608,35.04,sensorProximidad_data.csv
1609,35.05,sensorProximidad_data.csv
1610,35.04,sensorProximidad_data.csv
1611,35.04,sensorProximidad_data.csv
1612,35.04,sensorProximidad_data.csv
1613,35.04,sensorProximidad_data.csv
1614,35.04,sensorProximidad_data.csv
1615,35.04,sensorProximidad_data.csv
1616,35.04,sensorProximidad_data.csv
1617,35.04,sensorProximidad_data.csv
1618,35.04,sensorProximidad_data.csv
1619,35.05,sensorProximidad_data.csv
1620,35.04,sensorProximidad_data.csv
1621,35,sensorProximidad_data.csv
1622,35.04,sensorProximidad_data.csv
1623,35.04,sensorProximidad_data.csv
1624,35.04,sensorProximidad_data.csv
1625,35.05,sensorProximidad_data.csv
1626,35.04,sensorProximidad_data.csv
1627,35.05,sensorProximidad_data.csv
1628,35.04,sensorProximidad_data.csv
1629,35.04,sensorProximidad_data.csv
1630,35.04,sensorProximidad_data.csv
1631,35.04,sensorProximidad_data.csv
1632,34.27,sensorProximidad_data.csv
1633,34.24,sensorProximidad_data.csv
1634,35.04,sensorProximidad_data.csv
1635,35.05,sensorProximidad_data.csv
1636,35.04,sensorProximidad_data.csv
1637,35.04,sensorProximidad_data.csv
1638,35.04,sensorProximidad_data.csv
1639,35.04,sensorProximidad_data.csv
1640,35.05,sensorProximidad_data.csv
1641,35.05,sensorProximidad_data.csv
1642,35.05,sensorProximidad_data.csv
1643,35.05,sensorProximidad_data.csv
1644,35.04,sensorProximidad_data.csv
1645,35.04,sensorProximidad_data.csv
1646,35.04,sensorProximidad_data.csv
1647,35.05,sensorProximidad_data.csv
1648,35.04,sensorProximidad_data.csv
1649,35.04,sensorProximidad_data.csv
1650,35.04,sensorProximidad_data.csv
1651,35.05,sensorProximidad_data.csv
1652,35.04,sensorProximidad_data.csv
1653,35.04,sensorProximidad_data.csv
1654,35.05,sensorProximidad_data.csv
1655,35.04,sensorProximidad_data.csv
1656,35.04,sensorProximidad_data.csv
1657,35.04,sensorProximidad_data.csv
1658,35.04,sensorProximidad_data.csv
1659,35.04,sensorProximidad_data.csv
1660,35.04,sensorProximidad_data.csv
1661,35.04,sensorProximidad_data.csv
1662,35.04,sensorProximidad_data.csv
1663,35.04,sensorProximidad_data.csv
1664,35.04,sensorProximidad_data.csv
1665,35.04,sensorProximidad_data.csv
1666,35.04,sensorProximidad_data.csv
1667,35.04,sensorProximidad_data.csv
1668,35.04,sensorProximidad_data.csv
1669,35.05,sensorProximidad_data.csv
1670,35.05,sensorProximidad_data.csv
1671,35.05,sensorProximidad_data.csv
1672,35.04,sensorProximidad_data.csv
1673,35.05,sensorProximidad_data.csv
1674,35.05,sensorProximidad_data.csv
1675,35.04,sensorProximidad_data.csv
1676,35,sensorProximidad_data.csv
1677,35.04,sensorProximidad_data.csv
1678,34.53,sensorProximidad_data.csv
1679,34.51,sensorProximidad_data.csv
1680,16,sensorProximidad_data.csv
1681,7.82,sensorProximidad_data.csv
1682,8.14,sensorProximidad_data.csv
1683,8.14,sensorProximidad_data.csv
1684,6.85,sensorProximidad_data.csv
1685,8.14,sensorProximidad_data.csv
1686,8.16,sensorProximidad_data.csv
1687,8.16,sensorProximidad_data.csv
1688,8.14,sensorProximidad_data.csv
1689,8.14,sensorProximidad_data.csv
1690,8.14,sensorProximidad_data.csv
1691,8.16,sensorProximidad_data.csv
1692,8.16,sensorProximidad_data.csv
1693,8.14,sensorProximidad_data.csv
1694,8.16,sensorProximidad_data.csv
1695,8.14,sensorProximidad_data.csv
1696,8.14,sensorProximidad_data.csv
1697,8.14,sensorProximidad_data.csv
1698,8.14,sensorProximidad_data.csv
1699,8.14,sensorProximidad_data.csv
1700,8.14,sensorProximidad_data.csv
1701,8.14,sensorProximidad_data.csv
1702,8.14,sensorProximidad_data.csv
1703,8.14,sensorProximidad_data.csv
1704,8.14,sensorProximidad_data.csv
1705,8.16,sensorProximidad_data.csv
1706,8.16,sensorProximidad_data.csv
1707,8.16,sensorProximidad_data.csv
1708,8.14,sensorProximidad_data.csv
1709,8.16,sensorProximidad_data.csv
1710,8.14,sensorProximidad_data.csv
1711,8.14,sensorProximidad_data.csv
1712,8.14,sensorProximidad_data.csv
1713,8.14,sensorProximidad_data.csv
1714,8.14,sensorProximidad_data.csv
1715,8.14,sensorProximidad_data.csv
1716,8.14,sensorProximidad_data.csv
1717,8.14,sensorProximidad_data.csv
1718,8.16,sensorProximidad_data.csv
1719,8.14,sensorProximidad_data.csv
1720,8.16,sensorProximidad_data.csv
1721,8.16,sensorProximidad_data.csv
1722,8.14,sensorProximidad_data.csv
1723,8.16,sensorProximidad_data.csv
1724,8.14,sensorProximidad_data.csv
1725,8.14,sensorProximidad_data.csv
1726,8.16,sensorProximidad_data.csv
1727,8.14,sensorProximidad_data.csv
1728,8.14,sensorProximidad_data.csv
1729,8.14,sensorProximidad_data.csv
1730,8.14,sensorProximidad_data.csv
1731,8.14,sensorProximidad_data.csv
1732,8.14,sensorProximidad_data.csv
1733,8.14,sensorProximidad_data.csv
1734,9.86,sensorProximidad_data.csv
1735,15.98,sensorProximidad_data.csv
1736,20.45,sensorProximidad_data.csv
1737,20.47,sensorProximidad_data.csv
1738,20.47,sensorProximidad_data.csv
1739,20.47,sensorProximidad_data.csv
1740,20.47,sensorProximidad_data.csv
1741,20.45,sensorProximidad_data.csv
1742,20.45,sensorProximidad_data.csv
1743,20.45,sensorProximidad_data.csv
1744,20.45,sensorProximidad_data.csv
1745,20.45,sensorProximidad_data.csv
1746,20.45,sensorProximidad_data.csv
1747,20.47,sensorProximidad_data.csv
1748,20.45,sensorProximidad_data.csv
1749,20.45,sensorProximidad_data.csv
1750,20.45,sensorProximidad_data.csv
1751,20.45,sensorProximidad_data.csv
1752,20.47,sensorProximidad_data.csv
1753,20.45,sensorProximidad_data.csv
1754,20.47,sensorProximidad_data.csv
1755,20.47,sensorProximidad_data.csv
1756,20.47,sensorProximidad_data.csv
1757,20.47,sensorProximidad_data.csv
1758,20.47,sensorProximidad_data.csv
1759,17.92,sensorProximidad_data.csv
1760,14.96,sensorProximidad_data.csv
1761,23.83,sensorProximidad_data.csv
1762,36.72,sensorProximidad_data.csv
1763,37.2,sensorProximidad_data.csv
1764,24.12,sensorProximidad_data.csv
1765,37.2,sensorProximidad_data.csv
1766,24.12,sensorProximidad_data.csv
1767,37.2,sensorProximidad_data.csv
1768,37.2,sensorProximidad_data.csv
1769,24.12,sensorProximidad_data.csv
1770,9.86,sensorProximidad_data.csv
1771,10.88,sensorProximidad_data.csv
1772,24.12,sensorProximidad_data.csv
1773,10.2,sensorProximidad_data.csv
1774,37.65,sensorProximidad_data.csv
1775,37.65,sensorProximidad_data.csv
1776,18.85,sensorProximidad_data.csv
1777,22.68,sensorProximidad_data.csv
1778,23.83,sensorProximidad_data.csv
1779,19.5,sensorProximidad_data.csv
1780,8.82,sensorProximidad_data.csv
1781,22.05,sensorProximidad_data.csv
1782,37.2,sensorProximidad_data.csv
1783,37.21,sensorProximidad_data.csv
1784,16.95,sensorProximidad_data.csv
1785,37.21,sensorProximidad_data.csv
1786,37.67,sensorProximidad_data.csv
1787,37.2,sensorProximidad_data.csv
1788,37.2,sensorProximidad_data.csv
1789,37.65,sensorProximidad_data.csv
1790,37.67,sensorProximidad_data.csv
1791,37.65,sensorProximidad_data.csv
1792,32.16,sensorProximidad_data.csv
1793,37.65,sensorProximidad_data.csv
1794,13.94,sensorProximidad_data.csv
1795,24.72,sensorProximidad_data.csv
1796,37.21,sensorProximidad_data.csv
1797,37.2,sensorProximidad_data.csv
1798,37.21,sensorProximidad_data.csv
1799,37.21,sensorProximidad_data.csv
1800,11.92,sensorProximidad_data.csv
1801,9.86,sensorProximidad_data.csv
1802,37.65,sensorProximidad_data.csv
1803,37.65,sensorProximidad_data.csv
1804,37.65,sensorProximidad_data.csv
1805,37.88,sensorProximidad_data.csv
1806,16.95,sensorProximidad_data.csv
1807,2.33,sensorProximidad_data.csv
1808,16.95,sensorProximidad_data.csv
1809,38.11,sensorProximidad_data.csv
1810,44.13,sensorProximidad_data.csv
1811,44.13,sensorProximidad_data.csv
1812,40.65,sensorProximidad_data.csv
1813,40.66,sensorProximidad_data.csv
1814,30.87,sensorProximidad_data.csv
1815,16.64,sensorProximidad_data.csv
1816,1.99,sensorProximidad_data.csv
1817,10.2,sensorProximidad_data.csv
1818,39.71,sensorProximidad_data.csv
1819,40.66,sensorProximidad_data.csv
1820,40.21,sensorProximidad_data.csv
1821,43.33,sensorProximidad_data.csv
1822,16.64,sensorProximidad_data.csv
1823,10.54,sensorProximidad_data.csv
1824,26.15,sensorProximidad_data.csv
1825,44.93,sensorProximidad_data.csv
1826,44.52,sensorProximidad_data.csv
1827,44.52,sensorProximidad_data.csv
1828,15.98,sensorProximidad_data.csv
1829,7.5,sensorProximidad_data.csv
1830,44.54,sensorProximidad_data.csv
1831,40.66,sensorProximidad_data.csv
1832,43.72,sensorProximidad_data.csv
1833,16,sensorProximidad_data.csv
1834,15.33,sensorProximidad_data.csv
1835,16.97,sensorProximidad_data.csv
1836,16,sensorProximidad_data.csv
1837,16,sensorProximidad_data.csv
1838,51.56,sensorProximidad_data.csv
1839,1.67,sensorProximidad_data.csv
1840,5.88,sensorProximidad_data.csv
1841,36.72,sensorProximidad_data.csv
1842,30.09,sensorProximidad_data.csv
1843,31.11,sensorProximidad_data.csv
1844,22.07,sensorProximidad_data.csv
1845,12.26,sensorProximidad_data.csv
1846,4.59,sensorProximidad_data.csv
1847,8.48,sensorProximidad_data.csv
1848,38.59,sensorProximidad_data.csv
1849,32.18,sensorProximidad_data.csv
1850,56.59,sensorProximidad_data.csv
1851,56.29,sensorProximidad_data.csv
1852,10.54,sensorProximidad_data.csv
1853,6.2,sensorProximidad_data.csv
1854,9.16,sensorProximidad_data.csv
1855,17.92,sensorProximidad_data.csv
1856,29.05,sensorProximidad_data.csv
1857,33.98,sensorProximidad_data.csv
1858,31.65,sensorProximidad_data.csv
1859,38.59,sensorProximidad_data.csv
1860,38.11,sensorProximidad_data.csv
1861,10.2,sensorProximidad_data.csv
1862,6.53,sensorProximidad_data.csv
1863,7.5,sensorProximidad_data.csv
1864,16,sensorProximidad_data.csv
1865,36.53,sensorProximidad_data.csv
1866,34.24,sensorProximidad_data.csv
1867,34.53,sensorProximidad_data.csv
1868,38.59,sensorProximidad_data.csv
1869,38.11,sensorProximidad_data.csv
1870,16.3,sensorProximidad_data.csv
1871,804.3,sensorProximidad_data.csv
1872,56.3,sensorProximidad_data.csv
1873,49.84,sensorProximidad_data.csv
1874,13.96,sensorProximidad_data.csv
1875,22.68,sensorProximidad_data.csv
1876,38.59,sensorProximidad_data.csv
1877,36.04,sensorProximidad_data.csv
1878,37.21,sensorProximidad_data.csv
1879,59.99,sensorProximidad_data.csv
1880,19.82,sensorProximidad_data.csv
1881,11.9,sensorProximidad_data.csv
1882,5.24,sensorProximidad_data.csv
1883,2.63,sensorProximidad_data.csv
1884,7.84,sensorProximidad_data.csv
1885,16.97,sensorProximidad_data.csv
1886,39.29,sensorProximidad_data.csv
1887,32.69,sensorProximidad_data.csv
1888,35.56,sensorProximidad_data.csv
1889,30.87,sensorProximidad_data.csv
1890,22.07,sensorProximidad_data.csv
1891,16.95,sensorProximidad_data.csv
1892,6.55,sensorProximidad_data.csv
1893,6.85,sensorProximidad_data.csv
1894,37.2,sensorProximidad_data.csv
1895,22.97,sensorProximidad_data.csv
1896,31.91,sensorProximidad_data.csv
1897,35.56,sensorProximidad_data.csv
1898,29.58,sensorProximidad_data.csv
1899,20.77,sensorProximidad_data.csv
1900,16.63,sensorProximidad_data.csv
1901,6.2,sensorProximidad_data.csv
1902,4.59,sensorProximidad_data.csv
1903,9.52,sensorProximidad_data.csv
1904,16.63,sensorProximidad_data.csv
1905,22.37,sensorProximidad_data.csv
1906,27.61,sensorProximidad_data.csv
1907,30.63,sensorProximidad_data.csv
1908,30.87,sensorProximidad_data.csv
1909,31.91,sensorProximidad_data.csv
1910,31.65,sensorProximidad_data.csv
1911,32.69,sensorProximidad_data.csv
1912,34.76,sensorProximidad_data.csv
1913,35.82,sensorProximidad_data.csv
1914,35.82,sensorProximidad_data.csv
1915,35.82,sensorProximidad_data.csv
1916,33.22,sensorProximidad_data.csv
1917,26.45,sensorProximidad_data.csv
1918,15.98,sensorProximidad_data.csv
1919,5.56,sensorProximidad_data.csv
1920,3.94,sensorProximidad_data.csv
1921,4.59,sensorProximidad_data.csv
1922,13.62,sensorProximidad_data.csv
1923,17.59,sensorProximidad_data.csv
1924,22.39,sensorProximidad_data.csv
1925,27.03,sensorProximidad_data.csv
1926,30.62,sensorProximidad_data.csv
1927,34.53,sensorProximidad_data.csv
1928,35.82,sensorProximidad_data.csv
1929,35.82,sensorProximidad_data.csv
1930,36.97,sensorProximidad_data.csv
1931,32.95,sensorProximidad_data.csv
1932,27.61,sensorProximidad_data.csv
1933,19.21,sensorProximidad_data.csv
1934,15.67,sensorProximidad_data.csv
1935,73.47,sensorProximidad_data.csv
1936,21.42,sensorProximidad_data.csv
1937,24.43,sensorProximidad_data.csv
1938,23.55,sensorProximidad_data.csv
1939,23.55,sensorProximidad_data.csv
1940,37.2,sensorProximidad_data.csv
1941,16,sensorProximidad_data.csv
1942,21.74,sensorProximidad_data.csv
1943,29.05,sensorProximidad_data.csv
1944,32.42,sensorProximidad_data.csv
1945,31.65,sensorProximidad_data.csv
1946,31.65,sensorProximidad_data.csv
1947,31.65,sensorProximidad_data.csv
1948,31.65,sensorProximidad_data.csv
1949,32.45,sensorProximidad_data.csv
1950,32.45,sensorProximidad_data.csv
1951,32.45,sensorProximidad_data.csv
1952,32.45,sensorProximidad_data.csv
1953,32.45,sensorProximidad_data.csv
1954,32.45,sensorProximidad_data.csv
1955,32.42,sensorProximidad_data.csv
1956,32.45,sensorProximidad_data.csv
1957,32.42,sensorProximidad_data.csv
1958,32.45,sensorProximidad_data.csv
1959,30.62,sensorProximidad_data.csv
1960,21.74,sensorProximidad_data.csv
1961,14.98,sensorProximidad_data.csv
1962,37.67,sensorProximidad_data.csv
1963,10.2,sensorProximidad_data.csv
1964,42.28,sensorProximidad_data.csv
1965,15.67,sensorProximidad_data.csv
1966,20.77,sensorProximidad_data.csv
1967,24.41,sensorProximidad_data.csv
1968,27.32,sensorProximidad_data.csv
1969,26.45,sensorProximidad_data.csv
1970,26.45,sensorProximidad_data.csv
1971,26.45,sensorProximidad_data.csv
1972,26.45,sensorProximidad_data.csv
1973,26.45,sensorProximidad_data.csv
1974,26.45,sensorProximidad_data.csv
1975,26.45,sensorProximidad_data.csv
1976,26.45,sensorProximidad_data.csv
1977,26.43,sensorProximidad_data.csv
1978,26.45,sensorProximidad_data.csv
1979,26.45,sensorProximidad_data.csv
1980,26.45,sensorProximidad_data.csv
1981,27.32,sensorProximidad_data.csv
1982,27.3,sensorProximidad_data.csv
1983,27.32,sensorProximidad_data.csv
1984,27.32,sensorProximidad_data.csv
1985,26.45,sensorProximidad_data.csv
1986,26.45,sensorProximidad_data.csv
1987,26.47,sensorProximidad_data.csv
1988,26.43,sensorProximidad_data.csv
1989,26.45,sensorProximidad_data.csv
1990,26.45,sensorProximidad_data.csv
1991,26.45,sensorProximidad_data.csv
1992,26.45,sensorProximidad_data.csv
1993,26.45,sensorProximidad_data.csv
1994,25.58,sensorProximidad_data.csv
1995,26.45,sensorProximidad_data.csv
1996,26.45,sensorProximidad_data.csv
1997,26.45,sensorProximidad_data.csv
1998,25.57,sensorProximidad_data.csv
1999,28.48,sensorProximidad_data.csv
2000,34.27,sensorProximidad_data.csv
2001,35.56,sensorProximidad_data.csv
2002,35.55,sensorProximidad_data.csv
2003,35.05,sensorProximidad_data.csv
2004,30.11,sensorProximidad_data.csv
2005,24.41,sensorProximidad_data.csv
2006,21.1,sensorProximidad_data.csv
2007,18.24,sensorProximidad_data.csv
2008,19.21,sensorProximidad_data.csv
2009,24.41,sensorProximidad_data.csv
2010,30.87,sensorProximidad_data.csv
2011,36.5,sensorProximidad_data.csv
2012,38.59,sensorProximidad_data.csv
2013,41.6,sensorProximidad_data.csv
2014,44.73,sensorProximidad_data.csv
2015,42.72,sensorProximidad_data.csv
2016,42.72,sensorProximidad_data.csv
2017,40.21,sensorProximidad_data.csv
2018,40.21,sensorProximidad_data.csv
2019,44.54,sensorProximidad_data.csv
2020,58.28,sensorProximidad_data.csv
2021,57.7,sensorProximidad_data.csv
2022,56.44,sensorProximidad_data.csv
2023,42.74,sensorProximidad_data.csv
2024,42.74,sensorProximidad_data.csv
2025,42.72,sensorProximidad_data.csv
2026,42.72,sensorProximidad_data.csv
2027,42.72,sensorProximidad_data.csv
2028,40.65,sensorProximidad_data.csv
2029,40.66,sensorProximidad_data.csv
2030,41.11,sensorProximidad_data.csv
2031,39.27,sensorProximidad_data.csv
2032,38.11,sensorProximidad_data.csv
2033,36.04,sensorProximidad_data.csv
2034,20.47,sensorProximidad_data.csv
2035,56.3,sensorProximidad_data.csv
2036,2.96,sensorProximidad_data.csv
2037,6.53,sensorProximidad_data.csv
2038,7.5,sensorProximidad_data.csv
2039,10.54,sensorProximidad_data.csv
2040,19.18,sensorProximidad_data.csv
2041,36.75,sensorProximidad_data.csv
2042,37.2,sensorProximidad_data.csv
2043,31.13,sensorProximidad_data.csv
2044,19.5,sensorProximidad_data.csv
2045,8.82,sensorProximidad_data.csv
2046,2.97,sensorProximidad_data.csv
2047,3.94,sensorProximidad_data.csv
2048,3.94,sensorProximidad_data.csv
2049,3.94,sensorProximidad_data.csv
2050,3.93,sensorProximidad_data.csv
2051,3.94,sensorProximidad_data.csv
2052,3.94,sensorProximidad_data.csv
2053,3.93,sensorProximidad_data.csv
2054,3.93,sensorProximidad_data.csv
2055,3.93,sensorProximidad_data.csv
2056,3.93,sensorProximidad_data.csv
2057,3.93,sensorProximidad_data.csv
2058,3.94,sensorProximidad_data.csv
2059,3.94,sensorProximidad_data.csv
2060,3.94,sensorProximidad_data.csv
2061,3.94,sensorProximidad_data.csv
2062,3.94,sensorProximidad_data.csv
2063,3.94,sensorProximidad_data.csv
2064,3.94,sensorProximidad_data.csv
2065,3.94,sensorProximidad_data.csv
2066,3.94,sensorProximidad_data.csv
2067,3.94,sensorProximidad_data.csv
2068,3.94,sensorProximidad_data.csv
2069,3.93,sensorProximidad_data.csv
2070,3.94,sensorProximidad_data.csv
2071,3.94,sensorProximidad_data.csv
2072,3.94,sensorProximidad_data.csv
2073,3.94,sensorProximidad_data.csv
2074,3.94,sensorProximidad_data.csv
2075,4.91,sensorProximidad_data.csv
2076,3.62,sensorProximidad_data.csv
2077,39.73,sensorProximidad_data.csv
2078,16.95,sensorProximidad_data.csv
2079,12.58,sensorProximidad_data.csv
2080,5.24,sensorProximidad_data.csv
2081,3.93,sensorProximidad_data.csv
2082,5.24,sensorProximidad_data.csv
2083,10.2,sensorProximidad_data.csv
2084,7.82,sensorProximidad_data.csv
2085,3.94,sensorProximidad_data.csv
2086,4.91,sensorProximidad_data.csv
2087,9.52,sensorProximidad_data.csv
2088,16.32,sensorProximidad_data.csv
2089,35.31,sensorProximidad_data.csv
2090,36.04,sensorProximidad_data.csv
2091,30.62,sensorProximidad_data.csv
2092,30.62,sensorProximidad_data.csv
2093,30.09,sensorProximidad_data.csv
2094,30.09,sensorProximidad_data.csv
2095,30.11,sensorProximidad_data.csv
2096,30.11,sensorProximidad_data.csv
2097,30.36,sensorProximidad_data.csv
2098,30.34,sensorProximidad_data.csv
2099,30.36,sensorProximidad_data.csv
2100,30.34,sensorProximidad_data.csv
2101,30.34,sensorProximidad_data.csv
2102,30.34,sensorProximidad_data.csv
2103,30.34,sensorProximidad_data.csv
2104,30.36,sensorProximidad_data.csv
2105,30.34,sensorProximidad_data.csv
2106,30.87,sensorProximidad_data.csv
2107,30.87,sensorProximidad_data.csv
2108,30.34,sensorProximidad_data.csv
2109,30.34,sensorProximidad_data.csv
2110,30.34,sensorProximidad_data.csv
2111,30.87,sensorProximidad_data.csv
2112,34.78,sensorProximidad_data.csv
2113,25.87,sensorProximidad_data.csv
2114,24.41,sensorProximidad_data.csv
2115,3.93,sensorProximidad_data.csv
2116,2.97,sensorProximidad_data.csv
2117,2.97,sensorProximidad_data.csv
2118,2.65,sensorProximidad_data.csv
2119,7.17,sensorProximidad_data.csv
2120,16.64,sensorProximidad_data.csv
2121,21.74,sensorProximidad_data.csv
2122,23.55,sensorProximidad_data.csv
2123,29.82,sensorProximidad_data.csv
2124,32.16,sensorProximidad_data.csv
2125,34,sensorProximidad_data.csv
2126,34.51,sensorProximidad_data.csv
2127,34,sensorProximidad_data.csv
2128,34,sensorProximidad_data.csv
2129,34,sensorProximidad_data.csv
2130,34,sensorProximidad_data.csv
2131,34,sensorProximidad_data.csv
2132,34,sensorProximidad_data.csv
2133,33.47,sensorProximidad_data.csv
2134,33.47,sensorProximidad_data.csv
2135,33.49,sensorProximidad_data.csv
2136,33.47,sensorProximidad_data.csv
2137,33.47,sensorProximidad_data.csv
2138,33.47,sensorProximidad_data.csv
2139,33.49,sensorProximidad_data.csv
2140,33.47,sensorProximidad_data.csv
2141,33.47,sensorProximidad_data.csv
2142,33.47,sensorProximidad_data.csv
2143,32.71,sensorProximidad_data.csv
2144,33.24,sensorProximidad_data.csv
2145,32.95,sensorProximidad_data.csv
2146,32.95,sensorProximidad_data.csv
2147,32.95,sensorProximidad_data.csv
2148,32.98,sensorProximidad_data.csv
2149,32.98,sensorProximidad_data.csv
2150,32.98,sensorProximidad_data.csv
2151,32.95,sensorProximidad_data.csv
2152,32.95,sensorProximidad_data.csv
2153,32.95,sensorProximidad_data.csv
2154,32.98,sensorProximidad_data.csv
2155,32.98,sensorProximidad_data.csv
2156,32.98,sensorProximidad_data.csv
2157,32.95,sensorProximidad_data.csv
2158,32.95,sensorProximidad_data.csv
2159,32.95,sensorProximidad_data.csv
2160,32.95,sensorProximidad_data.csv
2161,32.98,sensorProximidad_data.csv
2162,32.45,sensorProximidad_data.csv
2163,32.42,sensorProximidad_data.csv
2164,31.4,sensorProximidad_data.csv
2165,37.21,sensorProximidad_data.csv
2166,37.2,sensorProximidad_data.csv
2167,40.21,sensorProximidad_data.csv
2168,16.95,sensorProximidad_data.csv
2169,16.63,sensorProximidad_data.csv
2170,16,sensorProximidad_data.csv
2171,16,sensorProximidad_data.csv
2172,16,sensorProximidad_data.csv
2173,16,sensorProximidad_data.csv
2174,16.32,sensorProximidad_data.csv
2175,16.32,sensorProximidad_data.csv
2176,16.64,sensorProximidad_data.csv
2177,16.64,sensorProximidad_data.csv
2178,16.64,sensorProximidad_data.csv
2179,16.64,sensorProximidad_data.csv
2180,16.63,sensorProximidad_data.csv
2181,16.64,sensorProximidad_data.csv
2182,16.95,sensorProximidad_data.csv
2183,44.34,sensorProximidad_data.csv
2184,34.24,sensorProximidad_data.csv
2185,34.53,sensorProximidad_data.csv
2186,34,sensorProximidad_data.csv
2187,34.27,sensorProximidad_data.csv
2188,33.74,sensorProximidad_data.csv
2189,33.74,sensorProximidad_data.csv
2190,33.74,sensorProximidad_data.csv
2191,33.74,sensorProximidad_data.csv
2192,33.74,sensorProximidad_data.csv
2193,33.74,sensorProximidad_data.csv
2194,33.71,sensorProximidad_data.csv
2195,33.74,sensorProximidad_data.csv
2196,33.74,sensorProximidad_data.csv
2197,33.74,sensorProximidad_data.csv
2198,34.53,sensorProximidad_data.csv
2199,34.53,sensorProximidad_data.csv
2200,34.53,sensorProximidad_data.csv
2201,34.27,sensorProximidad_data.csv
2202,32.18,sensorProximidad_data.csv
2203,27.03,sensorProximidad_data.csv
2204,52.75,sensorProximidad_data.csv
2205,4.59,sensorProximidad_data.csv
2206,2.96,sensorProximidad_data.csv
2207,3.6,sensorProximidad_data.csv
2208,12.24,sensorProximidad_data.csv
2209,17.92,sensorProximidad_data.csv
2210,24.12,sensorProximidad_data.csv
2211,28.48,sensorProximidad_data.csv
2212,31.65,sensorProximidad_data.csv
2213,36.06,sensorProximidad_data.csv
2214,35.56,sensorProximidad_data.csv
2215,30.87,sensorProximidad_data.csv
2216,37.2,sensorProximidad_data.csv
2217,804.41,sensorProximidad_data.csv
2218,2.65,sensorProximidad_data.csv
2219,5.24,sensorProximidad_data.csv
2220,14.3,sensorProximidad_data.csv
2221,36.75,sensorProximidad_data.csv
2222,38.37,sensorProximidad_data.csv
2223,41.12,sensorProximidad_data.csv
2224,47.12,sensorProximidad_data.csv
2225,40.21,sensorProximidad_data.csv
2226,40.66,sensorProximidad_data.csv
2227,40.21,sensorProximidad_data.csv
2228,40.21,sensorProximidad_data.csv
2229,56.87,sensorProximidad_data.csv
2230,54.45,sensorProximidad_data.csv
2231,49.15,sensorProximidad_data.csv
2232,43.72,sensorProximidad_data.csv
2233,48.53,sensorProximidad_data.csv
2234,42.74,sensorProximidad_data.csv
2235,42.72,sensorProximidad_data.csv
2236,58.84,sensorProximidad_data.csv
2237,42.72,sensorProximidad_data.csv
2238,42.72,sensorProximidad_data.csv
2239,42.72,sensorProximidad_data.csv
2240,57.99,sensorProximidad_data.csv
2241,56.46,sensorProximidad_data.csv
2242,56.3,sensorProximidad_data.csv
2243,56.44,sensorProximidad_data.csv
2244,55.32,sensorProximidad_data.csv
2245,56.59,sensorProximidad_data.csv
2246,42.74,sensorProximidad_data.csv
2247,56.87,sensorProximidad_data.csv
2248,42.74,sensorProximidad_data.csv
2249,56.58,sensorProximidad_data.csv
2250,55.3,sensorProximidad_data.csv
2251,51.75,sensorProximidad_data.csv
2252,46.14,sensorProximidad_data.csv
2253,43.35,sensorProximidad_data.csv
2254,40.21,sensorProximidad_data.csv
2255,36.75,sensorProximidad_data.csv
2256,36.75,sensorProximidad_data.csv
2257,36.97,sensorProximidad_data.csv
2258,37.43,sensorProximidad_data.csv
2259,36.06,sensorProximidad_data.csv
2260,35.56,sensorProximidad_data.csv
2261,35.56,sensorProximidad_data.csv
2262,35.58,sensorProximidad_data.csv
2263,35.56,sensorProximidad_data.csv
2264,35.56,sensorProximidad_data.csv
2265,35.56,sensorProximidad_data.csv
2266,35.58,sensorProximidad_data.csv
